维护	wéihù	5	to defend; to safeguard; to protect; to uphold
围巾	wéijīn	5	scarf; shawl
未来	wèilái	5	future; tomorrow; approaching; coming
委屈	wěiqu	5	to feel wronged; to cause sb to feel wronged; grievance
围绕	wéirào	5	to revolve around; to center on (an issue)
卫生间	wèishēngjiān	5	bathroom; toilet; WC
委托	wěituō	5	to entrust; to trust; to commission
微笑	wēixiào	5	smile; to smile
威胁	wēixié	5	to threaten; to menace
唯一	wéiyī	5	only; sole
位置	wèizhi	5	position; place; seat
闻	wén	5	to hear; news; well-known; famous
吻	wěn	5	kiss; to kiss; mouth
稳定	wěndìng	5	steady; stable; stability; to stabilize
问候	wènhòu	5	to give one's respects; to send a greeting; (fig.) (coll.) to make offensive reference to (somebody dear to the person to whom one is speaking)
文件	wénjiàn	5	document; file
文具	wénjù	5	stationery; item of stationery (pen, pencil, eraser, pencil sharpener etc)
文明	wénmíng	5	civilized; civilization; culture
温暖	wēnnuǎn	5	warm
温柔	wēnróu	5	gentle and soft; tender; sweet (commonly used to describe a girl or woman)
文学	wénxué	5	literature
卧室	wòshì	5	bedroom
雾	wù	5	fog; mist
物理	wùlǐ	5	physics; physical
无奈	wúnài	5	to have no alternative; frustrated; exasperated; helpless
武器	wǔqì	5	weapon; arms
无数	wúshù	5	countless; numberless; innumerable
武术	wǔshù	5	military skill or technique (in former times); all kinds of martial art sports (some claiming spiritual development); self-defense; tradition of choreographed fights from opera and film (recent usage)
物质	wùzhì	5	matter; substance; material; materialistic
屋子	wūzi	5	house; room
系	xì	5	to connect; to relate to; to tie up; to bind
瞎	xiā	5	blind; groundlessly; foolishly; to no purpose
县	xiàn	5	county
显得	xiǎnde	5	to seem; to look; to appear
项	xiàng	5	back of neck; item; thing; term (in a mathematical formula)
相处	xiāngchǔ	5	to be in contact (with sb); to associate; to interact; to get along (well, poorly)
相当	xiāngdāng	5	equivalent to; appropriate; considerably; to a certain extent
相对	xiāngduì	5	relatively; opposite; to resist; to oppose
相关	xiāngguān	5	related; relevant; pertinent; to be interrelated
项链	xiàngliàn	5	necklace
项目	xiàngmù	5	item; project; (sports) event
想念	xiǎngniàn	5	to miss; to remember with longing; to long to see again
橡皮	xiàngpí	5	rubber; an eraser
象棋	xiàngqí	5	Chinese chess
享受	xiǎngshòu	5	to enjoy; to live it up; pleasure
相似	xiāngsì	5	similar; alike
想象	xiǎngxiàng	5	to imagine; to envision; imagination
象征	xiàngzhēng	5	emblem; symbol; token; badge
现金	xiànjīn	5	cash
显然	xiǎnrán	5	clearly; evidently; obviously
现实	xiànshí	5	reality; actuality; real; actual
显示	xiǎnshì	5	to show; to illustrate; to display; to demonstrate
现象	xiànxiàng	5	phenomenon; appearance
鲜艳	xiānyàn	5	bright-colored; gaily-colored
小吃	xiǎochī	5	snack; refreshments
消费	xiāofèi	5	to consume; to spend
消化	xiāohuà	5	to digest (food); (fig.) to absorb (information etc); to assimilate; to process
小伙子	xiǎohuǒzi	5	young man; young guy; lad; youngster
效率	xiàolǜ	5	efficiency
小麦	xiǎomài	5	wheat
消灭	xiāomiè	5	to put an end to; to annihilate; to cause to perish; to perish
小气	xiǎoqì	5	stingy; miserly; narrow-minded; petty
消失	xiāoshī	5	to disappear; to fade away
销售	xiāoshòu	5	to sell; to market; sales (representative, agreement etc)
孝顺	xiàoshùn	5	filial; dutiful; devoted to one's parents (and grandparents etc); to show filial piety towards (an older family member)
小偷	xiǎotōu	5	thief
下载	xiàzǎi	5	to download; also pr. [xià zài]
斜	xié	5	inclined; slanting; oblique; tilting
歇	xiē	5	to rest; to take a break; to stop; to halt
协调	xiétiáo	5	to coordinate; to harmonize; to fit together; to match (colors etc)
细节	xìjié	5	details; particulars
戏剧	xìjù	5	a drama; a play; theater; script of a play
系领带	xìlǐngdài	5	to wear a tie
信封	xìnfēng	5	envelope
形成	xíngchéng	5	to form; to take shape
行动	xíngdòng	5	operation; action; to move about; mobile
幸亏	xìngkuī	5	fortunately; luckily
行人	xíngrén	5	pedestrian; traveler on foot; passer-by; official responsible for arranging audiences with the emperor
形容	xíngróng	5	to describe
形式	xíngshì	5	outer appearance; form; shape; formality
形势	xíngshì	5	circumstances; situation; terrain
行为	xíngwéi	5	action; conduct; behavior; activity
形象	xíngxiàng	5	image; form; figure; visualization
幸运	xìngyùn	5	fortunate; lucky; fortune; luck
性质	xìngzhì	5	nature; characteristic
形状	xíngzhuàng	5	form; shape
信号	xìnhào	5	signal
心理	xīnlǐ	5	psychology; mentality
欣赏	xīnshǎng	5	to appreciate; to enjoy; to admire
信息	xìnxī	5	information; news; message
心脏	xīnzàng	5	heart
胸	xiōng	5	chest; bosom; heart; mind
兄弟	xiōngdì	5	brothers; younger brother; I, me (humble term used by men in public speech); brotherly
雄伟	xióngwěi	5	grand; imposing; magnificent; majestic
吸收	xīshōu	5	to absorb; to assimilate; to ingest; to recruit
系统	xìtǒng	5	system
修改	xiūgǎi	5	to amend; to alter; to modify
休闲	xiūxián	5	leisure; relaxation; not working; idle
宣布	xuānbù	5	to declare; to announce; to proclaim
宣传	xuānchuán	5	to disseminate; to give publicity to; propaganda
选举	xuǎnjǔ	5	to elect; election
学期	xuéqī	5	term; semester
学术	xuéshù	5	learning; science; academic
学问	xuéwèn	5	learning; knowledge
训练	xùnliàn	5	to train; to drill; training
迅速	xùnsù	5	rapid; speedy; fast
询问	xúnwèn	5	to inquire
寻找	xúnzhǎo	5	to seek; to look for
叙述	xùshù	5	to relate (a story or information); to tell or talk about; to recount; narration
虚心	xūxīn	5	open-minded; humble
延长	yáncháng	5	to prolong; to extend; to delay
痒	yǎng	5	to itch; to tickle
样式	yàngshì	5	type; style
阳台	yángtái	5	balcony; porch
宴会	yànhuì	5	banquet; feast; dinner party
严肃	yánsù	5	solemn; grave; serious; earnest
摇	yáo	5	to shake; to rock; to row; to crank
咬	yǎo	5	to bite; to nip
腰	yāo	5	waist; lower back; pocket; middle
要不	yàobù	5	otherwise; or else; how about...?; either... (or...)
要是	yàoshi	5	(coll.) if
夜	yè	5	night
液体	yètǐ	5	liquid
业务	yèwù	5	business; professional work; service
业余	yèyú	5	in one's spare time; outside working hours; amateur (historian etc)
乙	yǐ	5	second of the ten Heavenly Stems 干; second in order; letter "B" or Roman "II" in list "A, B, C", or "I, II, III" etc; second party (in legal contract, usually 方, as opposed to 方)
一辈子	yībèizi	5	(for) a lifetime
一旦	yīdàn	5	in case (sth happens); if; once (sth happens, then...); when
移动	yídòng	5	to move; movement; migration; mobile
遗憾	yíhàn	5	regret; to regret; to be sorry that
以及	yǐjí	5	as well as; too; and
以来	yǐlái	5	since (a previous event)
一路	yīlù	5	the whole journey; all the way; going the same way; going in the same direction
议论	yìlùn	5	to comment; to talk about; to discuss; discussion
移民	yímín	5	to immigrate; to migrate; emigrant; immigrant
银	yín	5	silver; silver-colored; relating to money or currency
因而	yīnér	5	therefore; as a result; thus; and as a result, ...
硬币	yìngbì	5	coin
应付	yìngfu	5	to deal with; to cope
硬件	yìngjiàn	5	hardware
迎接	yíngjiē	5	to welcome; to greet
英俊	yīngjùn	5	handsome
应聘	yìngpìn	5	to accept a job offer; to apply for an advertised position
英雄	yīngxióng	5	hero
营养	yíngyǎng	5	nutrition; nourishment
营业	yíngyè	5	to do business; to trade
应用	yìngyòng	5	to put to use; to apply; practical; applied (science, linguistics etc)
影子	yǐngzi	5	shadow; reflection; (fig.) hint; indication
因素	yīnsù	5	element; factor
依然	yīrán	5	still; as before
意外	yìwài	5	unexpected; accident; mishap
疑问	yíwèn	5	question; interrogation; doubt
义务	yìwù	5	duty; obligation; volunteer (work etc)
意义	yìyì	5	sense; meaning; significance; importance
一致	yīzhì	5	unanimous; identical (views or opinions)
拥抱	yōngbào	5	to embrace; to hug
拥挤	yōngjǐ	5	crowded; to throng; congestion
勇气	yǒngqì	5	courage; valor
用途	yòngtú	5	use; application
幼儿园	yòuéryuán	5	kindergarten; nursery school
优惠	yōuhuì	5	privilege; favorable (terms); preferential (treatment); discount (price)
